,Nome,Sexo,Profissão,Salário atual,Estado Civil,Predição KNN,Predição Árvore
477,Dr. Yago Rocha,Masculino,Contador,5330.05,Divorciado,Provável Mal Pagador,Provável Pagador Regular
478,Amanda Oliveira,Masculino,Médico Pediatra,9613.99,Solteiro,Provável Mal Pagador,Provável Pagador Regular
479,Davi Lucca Santos,Masculino,Farmacêutico,0.0,Viúvo,Provável Mal Pagador,Provável Pagador Regular
480,Joana Rocha,Feminino,Recepcionista,0.0,Casado,Provável Mal Pagador,Provável Pagador Regular
481,Rafael Cardoso,Feminino,Arquiteto de Dados,10719.25,Viúvo,Provável Mal Pagador,Provável Pagador Regular
482,Gustavo Rodrigues,Masculino,Operador de Máquinas,0.0,Casado,Provável Mal Pagador,Provável Pagador Regular
483,Juliana Araújo,Masculino,Professor,13286.67,Solteiro,Provável Pagador Regular,Provável Pagador Regular
484,Isabelly Moraes,Feminino,Vendedor,0.0,Viúvo,Provável Mal Pagador,Provável Pagador Regular
485,Dra. Marina Martins,Masculino,Agente de Suporte,0.0,Solteiro,Provável Mal Pagador,Provável Pagador Regular
486,Breno da Mata,Masculino,Enfermeiro,10839.57,Solteiro,Provável Mal Pagador,Provável Pagador Regular
487,Alexia Sales,Masculino,Gerente de Projetos,10561.52,Solteiro,Provável Mal Pagador,Provável Pagador Regular
488,Maria Julia Peixoto,Masculino,Analista de BI,7484.78,Viúvo,Provável Mal Pagador,Provável Pagador Regular
489,Ana Lívia Ribeiro,Masculino,Engenheiro Civil,0.0,Casado,Provável Mal Pagador,Provável Pagador Regular
490,Dra. Maria Fernanda Fogaça,Feminino,Mecânico,0.0,Viúvo,Provável Mal Pagador,Provável Pagador Regular
491,Mariane da Mota,Masculino,Desenvolvedor Back-End,0.0,Viúvo,Provável Mal Pagador,Provável Pagador Regular
492,Sra. Isabel Cunha,Feminino,Arquiteto de Dados,6803.22,Solteiro,Provável Mal Pagador,Provável Pagador Regular
493,Camila Souza,Feminino,Técnico de Enfermagem,0.0,Divorciado,Provável Pagador Regular,Provável Pagador Regular
494,Kaique da Luz,Masculino,Arquiteto,7055.89,Solteiro,Provável Mal Pagador,Provável Pagador Regular
495,Sra. Mariane Carvalho,Masculino,Motorista,16287.93,Casado,Provável Pagador Regular,Provável Pagador Regular
496,Isabella Fernandes,Feminino,Engenheiro de Software,0.0,Casado,Provável Mal Pagador,Provável Pagador Regular
497,Srta. Júlia Gomes,Feminino,Engenheiro Civil,18573.19,Viúvo,Provável Pagador Regular,Provável Pagador Regular
498,André Ribeiro,Masculino,Cozinheiro,4739.91,Divorciado,Provável Mal Pagador,Provável Pagador Regular
499,Luiz Fernando Cardoso,Masculino,Consultor de Vendas,0.0,Divorciado,Provável Mal Pagador,Provável Pagador Regular
500,João Felipe da Conceição,Masculino,Analista de Marketing,0.0,Solteiro,Provável Mal Pagador,Provável Pagador Regular
501,Dra. Lara Vieira,Feminino,Professor Universitário,6438.07,Divorciado,Provável Mal Pagador,Provável Pagador Regular
502,Catarina da Mota,Masculino,Fotógrafo,4016.08,Casado,Provável Mal Pagador,Provável Pagador Regular
503,Dr. Emanuel Campos,Masculino,Analista Financeiro,15400.26,Casado,Provável Pagador Regular,Provável Pagador Regular
504,Maria Cecília Pires,Masculino,Analista de Sistemas,0.0,Solteiro,Provável Mal Pagador,Provável Pagador Regular
505,Davi Luiz Lima,Masculino,Engenheiro de Dados,6325.29,Viúvo,Provável Mal Pagador,Provável Pagador Regular
506,Brenda Moraes,Feminino,Enfermeiro,19673.29,Divorciado,Provável Pagador Regular,Provável Pagador Regular
507,Maria Eduarda Viana,Masculino,Cozinheiro,0.0,Casado,Provável Mal Pagador,Provável Pagador Regular
508,Maria Cecília Cardoso,Masculino,Professor,0.0,Solteiro,Provável Mal Pagador,Provável Pagador Regular
509,Lara Castro,Feminino,Cientista de Dados,12954.33,Casado,Provável Pagador Regular,Provável Pagador Regular
510,Stella Fernandes,Feminino,Assistente Administrativo,0.0,Divorciado,Provável Pagador Regular,Provável Pagador Regular
511,Yuri Carvalho,Masculino,Operador de Máquinas,8476.63,Viúvo,Provável Mal Pagador,Provável Pagador Regular
512,Samuel Mendes,Masculino,Cientista de Dados,0.0,Solteiro,Provável Mal Pagador,Provável Pagador Regular
513,Isaac Aragão,Feminino,Técnico de Enfermagem,15804.82,Solteiro,Provável Mal Pagador,Provável Pagador Regular
514,Sra. Natália Martins,Masculino,Farmacêutico,0.0,Solteiro,Provável Mal Pagador,Provável Pagador Regular
515,Cauê Gonçalves,Feminino,Consultor de Vendas,1965.93,Casado,Provável Mal Pagador,Provável Pagador Regular
516,Dr. Theo Rezende,Feminino,Assistente Administrativo,0.0,Viúvo,Provável Mal Pagador,Provável Pagador Regular
517,Alice Ferreira,Feminino,Eletricista,8681.78,Solteiro,Provável Pagador Regular,Provável Pagador Regular
518,Maria Clara Nascimento,Feminino,Farmacêutico,16356.78,Casado,Provável Mal Pagador,Provável Pagador Regular
519,Mariane Rezende,Masculino,Desenvolvedor de Software,0.0,Solteiro,Provável Pagador Regular,Provável Pagador Regular
520,Theo Rezende,Feminino,Analista Financeiro,2139.42,Casado,Provável Pagador Regular,Provável Pagador Regular
521,Lívia da Conceição,Masculino,Designer Gráfico,0.0,Divorciado,Provável Mal Pagador,Provável Pagador Regular
522,Enzo Gabriel da Cunha,Feminino,Desenvolvedor Front-End,0.0,Divorciado,Provável Mal Pagador,Provável Pagador Regular
523,Carolina Correia,Masculino,Publicitário,17717.4,Casado,Provável Pagador Regular,Provável Pagador Regular
524,Maria Cecília da Costa,Feminino,Farmacêutico,18640.94,Solteiro,Provável Mal Pagador,Provável Pagador Regular
525,Ana Vitória Melo,Masculino,Médico Pediatra,0.0,Casado,Provável Pagador Regular,Provável Pagador Regular
526,Ana Júlia Gonçalves,Feminino,Desenvolvedor Back-End,0.0,Solteiro,Provável Mal Pagador,Provável Pagador Regular
527,Rafaela da Mota,Feminino,Assistente de RH,0.0,Solteiro,Provável Mal Pagador,Provável Pagador Regular
528,Henrique Rocha,Masculino,Designer Gráfico,0.0,Viúvo,Provável Mal Pagador,Provável Pagador Regular
529,Sra. Isadora Viana,Feminino,Técnico de Informática,12940.59,Casado,Provável Mal Pagador,Provável Pagador Regular
530,Juan Costela,Masculino,Designer Gráfico,7819.36,Casado,Provável Pagador Regular,Provável Pagador Regular
531,Enzo Costa,Masculino,Médico Pediatra,17189.66,Solteiro,Provável Pagador Regular,Provável Pagador Regular
532,Dr. Renan Silva,Feminino,Chefe de Cozinha,0.0,Viúvo,Provável Mal Pagador,Provável Pagador Regular
533,João Gabriel Dias,Feminino,Médico Pediatra,0.0,Divorciado,Provável Mal Pagador,Provável Pagador Regular
534,Luiz Henrique da Cruz,Feminino,Analista de Sistemas,6807.01,Divorciado,Provável Pagador Regular,Provável Pagador Regular
535,Dr. Kaique Moraes,Feminino,Farmacêutico,0.0,Viúvo,Provável Mal Pagador,Provável Pagador Regular
536,Noah Cunha,Feminino,Cozinheiro,19328.7,Solteiro,Provável Pagador Regular,Provável Pagador Regular
537,Renan Gonçalves,Masculino,Engenheiro de Dados,0.0,Casado,Provável Mal Pagador,Provável Pagador Regular
538,Kaique Martins,Masculino,Professor,0.0,Solteiro,Provável Pagador Regular,Provável Pagador Regular
539,Srta. Clarice Fogaça,Masculino,Analista de Segurança da Informação,8584.42,Divorciado,Provável Pagador Regular,Provável Pagador Regular
540,Dra. Camila Souza,Masculino,Enfermeiro,0.0,Divorciado,Provável Pagador Regular,Provável Pagador Regular
541,Sr. Theo Mendes,Masculino,Analista de Marketing,2313.05,Casado,Provável Mal Pagador,Provável Pagador Regular
542,Marcos Vinicius Ramos,Feminino,Analista de BI,7154.36,Solteiro,Provável Mal Pagador,Provável Pagador Regular
543,Sr. Guilherme da Mata,Feminino,Chefe de Cozinha,0.0,Divorciado,Provável Mal Pagador,Provável Pagador Regular
544,Vitor Vieira,Masculino,Chefe de Cozinha,3017.48,Divorciado,Provável Mal Pagador,Provável Pagador Regular
545,Rafaela Almeida,Masculino,Arquiteto,2392.91,Casado,Provável Mal Pagador,Provável Pagador Regular
546,Lívia da Paz,Feminino,Mecânico,0.0,Divorciado,Provável Mal Pagador,Provável Pagador Regular
547,Camila Cardoso,Feminino,Técnico de Enfermagem,0.0,Solteiro,Provável Pagador Regular,Provável Pagador Regular
548,Natália Ferreira,Feminino,Desenvolvedor de Software,5868.96,Viúvo,Provável Mal Pagador,Provável Pagador Regular
549,Heloísa Cunha,Masculino,Contador,0.0,Casado,Provável Pagador Regular,Provável Pagador Regular
550,Maysa Sales,Feminino,Vendedor,16415.7,Solteiro,Provável Mal Pagador,Provável Pagador Regular
551,Manuela Alves,Feminino,Contador,6542.0,Solteiro,Provável Pagador Regular,Provável Pagador Regular
552,Emanuel Freitas,Masculino,Advogado,0.0,Divorciado,Provável Mal Pagador,Provável Pagador Regular
553,Thales Duarte,Feminino,Analista de BI,19710.28,Viúvo,Provável Mal Pagador,Provável Pagador Regular
554,Marcos Vinicius Rezende,Feminino,Advogado,17230.53,Casado,Provável Mal Pagador,Provável Pagador Regular
555,Sr. Thiago Jesus,Masculino,Motorista,9464.41,Viúvo,Provável Mal Pagador,Provável Pagador Regular
556,Dra. Yasmin Araújo,Masculino,Arquiteto de Dados,8840.32,Divorciado,Provável Mal Pagador,Provável Pagador Regular
557,Noah Gomes,Masculino,Engenheiro Civil,8206.54,Casado,Provável Pagador Regular,Provável Pagador Regular
558,Letícia Nogueira,Masculino,Engenheiro de Software,0.0,Casado,Provável Mal Pagador,Provável Pagador Regular
559,Dr. Marcelo Sales,Feminino,Mecânico,0.0,Casado,Provável Mal Pagador,Provável Pagador Regular
560,Eduarda Correia,Masculino,Contador,0.0,Viúvo,Provável Pagador Regular,Provável Pagador Regular
561,Maysa Duarte,Masculino,Desenvolvedor Back-End,0.0,Viúvo,Provável Mal Pagador,Provável Pagador Regular
562,Mirella Ferreira,Feminino,Analista de Marketing,5277.84,Solteiro,Provável Pagador Regular,Provável Pagador Regular
563,Miguel Ribeiro,Masculino,Arquiteto de Dados,0.0,Viúvo,Provável Mal Pagador,Provável Pagador Regular
564,Sophia Correia,Feminino,Motorista,5618.8,Casado,Provável Mal Pagador,Provável Pagador Regular
565,Daniela Carvalho,Masculino,Eletricista,17036.11,Solteiro,Provável Mal Pagador,Provável Pagador Regular
566,Juliana das Neves,Feminino,Engenheiro de Software,0.0,Casado,Provável Pagador Regular,Provável Pagador Regular
567,Raul Viana,Masculino,Eletricista,15790.78,Viúvo,Provável Mal Pagador,Provável Pagador Regular
568,Leonardo Santos,Feminino,Arquiteto,8337.64,Casado,Provável Pagador Regular,Provável Pagador Regular
569,Vitor Gabriel Correia,Masculino,Analista de Marketing,14649.28,Divorciado,Provável Mal Pagador,Provável Pagador Regular
570,Theo Ribeiro,Feminino,Motorista,13294.01,Viúvo,Provável Mal Pagador,Provável Pagador Regular
571,Leandro Rocha,Feminino,Desenvolvedor de Software,13282.35,Solteiro,Provável Pagador Regular,Provável Pagador Regular
572,Lorenzo da Conceição,Feminino,Professor Universitário,17717.57,Casado,Provável Mal Pagador,Provável Pagador Regular
573,Lucas Gabriel das Neves,Feminino,Engenheiro de Dados,0.0,Solteiro,Provável Mal Pagador,Provável Pagador Regular
574,Amanda Dias,Masculino,Agente de Suporte,9049.27,Divorciado,Provável Mal Pagador,Provável Pagador Regular
575,Milena Martins,Feminino,Advogado,0.0,Divorciado,Provável Mal Pagador,Provável Pagador Regular
576,Ana Lívia Moreira,Feminino,Cientista de Dados,18750.33,Divorciado,Provável Mal Pagador,Provável Pagador Regular
577,Srta. Fernanda Moura,Masculino,Engenheiro de Software,10297.9,Casado,Provável Mal Pagador,Provável Pagador Regular
578,Alícia da Mata,Masculino,Gerente de Projetos,0.0,Divorciado,Provável Mal Pagador,Provável Pagador Regular
579,Pedro Ribeiro,Feminino,Recepcionista,0.0,Divorciado,Provável Mal Pagador,Provável Pagador Regular
580,Srta. Ana Laura Freitas,Masculino,Eletricista,3553.73,Divorciado,Provável Mal Pagador,Provável Pagador Regular
581,Enrico Ferreira,Masculino,Designer Gráfico,13469.43,Casado,Provável Pagador Regular,Provável Pagador Regular
582,Eduarda Lima,Feminino,Gerente de Projetos,0.0,Divorciado,Provável Mal Pagador,Provável Pagador Regular
583,Isadora Ramos,Feminino,Recepcionista,12600.33,Solteiro,Provável Mal Pagador,Provável Pagador Regular
584,Dr. Renan Moraes,Feminino,Fotógrafo,14134.9,Viúvo,Provável Mal Pagador,Provável Pagador Regular
585,Isabella Costela,Feminino,Engenheiro de Dados,0.0,Solteiro,Provável Mal Pagador,Provável Pagador Regular
586,Lívia Cardoso,Feminino,Fotógrafo,0.0,Viúvo,Provável Mal Pagador,Provável Pagador Regular
587,João Miguel da Costa,Feminino,Consultor de Vendas,2115.59,Solteiro,Provável Mal Pagador,Provável Pagador Regular
588,Yuri Nascimento,Masculino,Consultor de Vendas,8951.97,Viúvo,Provável Mal Pagador,Provável Pagador Regular
589,Carolina Fernandes,Masculino,Assistente Administrativo,0.0,Divorciado,Provável Pagador Regular,Provável Pagador Regular
590,Srta. Isabella Campos,Feminino,Enfermeiro,0.0,Casado,Provável Pagador Regular,Provável Pagador Regular
591,Sra. Lívia da Luz,Feminino,Desenvolvedor Back-End,0.0,Divorciado,Provável Mal Pagador,Provável Pagador Regular
592,Pietro Cardoso,Masculino,Desenvolvedor Front-End,3848.9,Solteiro,Provável Mal Pagador,Provável Pagador Regular
593,Sophie Souza,Feminino,Agente de Suporte,7033.82,Solteiro,Provável Mal Pagador,Provável Pagador Regular
594,Mirella Gomes,Masculino,Vendedor,0.0,Viúvo,Provável Mal Pagador,Provável Pagador Regular
595,Sra. Fernanda Campos,Masculino,Psicólogo,0.0,Divorciado,Provável Mal Pagador,Provável Pagador Regular
596,Dr. Vitor Fernandes,Masculino,Professor Universitário,0.0,Solteiro,Provável Mal Pagador,Provável Pagador Regular
597,Alana Dias,Masculino,Analista de Sistemas,0.0,Viúvo,Provável Mal Pagador,Provável Pagador Regular
598,Sr. Nicolas Rocha,Masculino,Engenheiro de Software,0.0,Casado,Provável Mal Pagador,Provável Pagador Regular
599,Sofia Nascimento,Masculino,Analista de Marketing,14109.42,Solteiro,Provável Mal Pagador,Provável Pagador Regular
600,Heitor Cardoso,Masculino,Motorista,0.0,Viúvo,Provável Mal Pagador,Provável Pagador Regular
601,Sofia Fernandes,Masculino,Arquiteto de Dados,0.0,Solteiro,Provável Mal Pagador,Provável Pagador Regular
602,Lorena da Paz,Feminino,Eletricista,5255.12,Viúvo,Provável Mal Pagador,Provável Pagador Regular
603,Fernando Teixeira,Masculino,Analista de Segurança da Informação,3393.51,Viúvo,Provável Pagador Regular,Provável Pagador Regular
604,Cecília Castro,Feminino,Arquiteto de Dados,9598.31,Solteiro,Provável Pagador Regular,Provável Pagador Regular
605,João Guilherme Cavalcanti,Feminino,Analista de Marketing,0.0,Casado,Provável Mal Pagador,Provável Pagador Regular
606,Dr. Gustavo da Paz,Masculino,Motorista,0.0,Casado,Provável Mal Pagador,Provável Pagador Regular
607,Thales Costa,Masculino,Cozinheiro,0.0,Solteiro,Provável Mal Pagador,Provável Pagador Regular
608,Gustavo Silva,Feminino,Designer Gráfico,15160.24,Divorciado,Provável Pagador Regular,Provável Pagador Regular
609,Alexandre Castro,Feminino,Arquiteto de Dados,9939.9,Divorciado,Provável Mal Pagador,Provável Pagador Regular
610,Sr. Davi Luiz Cardoso,Feminino,Técnico de Enfermagem,14237.39,Viúvo,Provável Mal Pagador,Provável Pagador Regular
611,Lucas Ramos,Masculino,Gerente de Projetos,0.0,Casado,Provável Mal Pagador,Provável Pagador Regular
612,Sr. Yago Gomes,Masculino,Chefe de Cozinha,0.0,Divorciado,Provável Pagador Regular,Provável Pagador Regular
613,Heloísa da Paz,Feminino,Operador de Máquinas,19381.58,Casado,Provável Mal Pagador,Provável Pagador Regular
614,Cauã Jesus,Masculino,Vendedor,0.0,Solteiro,Provável Pagador Regular,Provável Pagador Regular
615,Sr. Noah Azevedo,Masculino,Engenheiro de Dados,0.0,Divorciado,Provável Mal Pagador,Provável Pagador Regular
616,Vitor Castro,Feminino,Analista de Sistemas,0.0,Solteiro,Provável Mal Pagador,Provável Pagador Regular
617,Ian Pires,Masculino,Designer Gráfico,5167.44,Divorciado,Provável Mal Pagador,Provável Pagador Regular
618,Diego Nunes,Feminino,Mecânico,0.0,Solteiro,Provável Mal Pagador,Provável Pagador Regular
619,Luiz Otávio da Cruz,Masculino,Engenheiro de Dados,8992.48,Viúvo,Provável Mal Pagador,Provável Pagador Regular
620,Leandro Viana,Feminino,Vendedor,0.0,Divorciado,Provável Mal Pagador,Provável Pagador Regular
621,Davi Lucas Vieira,Feminino,Advogado,0.0,Solteiro,Provável Mal Pagador,Provável Pagador Regular
622,Alana Moraes,Masculino,Professor Universitário,0.0,Divorciado,Provável Mal Pagador,Provável Pagador Regular
623,Maria Luiza Cardoso,Masculino,Recepcionista,19806.99,Viúvo,Provável Pagador Regular,Provável Pagador Regular
624,Nicolas Monteiro,Feminino,Chefe de Cozinha,2472.9,Viúvo,Provável Mal Pagador,Provável Pagador Regular
625,Dr. Lucas Gabriel Nogueira,Masculino,Eletricista,0.0,Viúvo,Provável Mal Pagador,Provável Pagador Regular
626,Dr. Thales Cardoso,Feminino,Vendedor,12087.36,Solteiro,Provável Mal Pagador,Provável Pagador Regular
627,João Guilherme Novaes,Masculino,Professor,0.0,Casado,Provável Mal Pagador,Provável Pagador Regular
628,Srta. Gabriela Pinto,Masculino,Analista de BI,0.0,Divorciado,Provável Mal Pagador,Provável Pagador Regular
629,Arthur Dias,Masculino,Analista de Sistemas,0.0,Casado,Provável Pagador Regular,Provável Pagador Regular
630,Lívia Silveira,Masculino,Mecânico,16469.6,Divorciado,Provável Mal Pagador,Provável Pagador Regular
631,Vinicius da Luz,Masculino,Assistente Administrativo,18173.1,Divorciado,Provável Mal Pagador,Provável Pagador Regular
632,Maria Clara Peixoto,Feminino,Professor,0.0,Solteiro,Provável Mal Pagador,Provável Pagador Regular
633,Gabrielly Jesus,Masculino,Analista de Sistemas,0.0,Divorciado,Provável Mal Pagador,Provável Pagador Regular
634,Augusto Pereira,Feminino,Professor,12395.59,Divorciado,Provável Mal Pagador,Provável Pagador Regular
635,Brenda Cavalcanti,Feminino,Analista de Marketing,13471.0,Divorciado,Provável Pagador Regular,Provável Pagador Regular
636,Gustavo Henrique Aragão,Feminino,Professor,2610.88,Divorciado,Provável Pagador Regular,Provável Pagador Regular
637,Paulo Castro,Feminino,Consultor de Vendas,0.0,Viúvo,Provável Pagador Regular,Provável Pagador Regular
638,Maria Vitória Barbosa,Feminino,Designer Gráfico,0.0,Viúvo,Provável Mal Pagador,Provável Pagador Regular
639,Dr. Levi da Luz,Feminino,Analista de Sistemas,0.0,Solteiro,Provável Mal Pagador,Provável Pagador Regular
640,Luiz Henrique da Rosa,Feminino,Técnico de Informática,5186.66,Solteiro,Provável Mal Pagador,Provável Pagador Regular
641,Srta. Maria Luiza Gomes,Feminino,Arquiteto,7180.29,Viúvo,Provável Pagador Regular,Provável Pagador Regular
642,Dr. João Miguel Cardoso,Feminino,Psicólogo,3139.28,Casado,Provável Mal Pagador,Provável Pagador Regular
643,Bernardo da Rosa,Feminino,Psicólogo,0.0,Solteiro,Provável Mal Pagador,Provável Pagador Regular
644,Ana Nogueira,Masculino,Assistente Administrativo,19314.87,Divorciado,Provável Pagador Regular,Provável Pagador Regular
645,Luiz Miguel da Rocha,Masculino,Assistente Administrativo,0.0,Divorciado,Provável Mal Pagador,Provável Pagador Regular
646,João Felipe Vieira,Masculino,Consultor de Vendas,3341.03,Solteiro,Provável Mal Pagador,Provável Pagador Regular
647,Calebe Correia,Feminino,Psicólogo,0.0,Divorciado,Provável Mal Pagador,Provável Pagador Regular
648,Luna Fernandes,Masculino,Professor,0.0,Divorciado,Provável Mal Pagador,Provável Pagador Regular
649,Cecília Souza,Masculino,Professor Universitário,0.0,Divorciado,Provável Mal Pagador,Provável Pagador Regular
650,Milena Caldeira,Feminino,Agente de Suporte,19165.04,Solteiro,Provável Pagador Regular,Provável Pagador Regular
651,João Lucas Campos,Masculino,Designer Gráfico,4602.74,Casado,Provável Mal Pagador,Provável Pagador Regular
652,Alice Duarte,Feminino,Motorista,0.0,Solteiro,Provável Mal Pagador,Provável Pagador Regular
653,Fernanda Moreira,Masculino,Desenvolvedor de Software,0.0,Solteiro,Provável Pagador Regular,Provável Pagador Regular
654,Sr. Pedro Lucas Moraes,Masculino,Psicólogo,11399.1,Solteiro,Provável Pagador Regular,Provável Pagador Regular
655,Esther da Luz,Masculino,Médico Pediatra,0.0,Divorciado,Provável Pagador Regular,Provável Pagador Regular
656,Pedro Lucas Lima,Masculino,Desenvolvedor de Software,0.0,Viúvo,Provável Pagador Regular,Provável Pagador Regular
657,Marcela Cardoso,Masculino,Contador,0.0,Casado,Provável Mal Pagador,Provável Pagador Regular
658,André Freitas,Masculino,Analista de Marketing,0.0,Viúvo,Provável Pagador Regular,Provável Pagador Regular
659,Maria Fernanda Barros,Feminino,Farmacêutico,3304.46,Solteiro,Provável Pagador Regular,Provável Pagador Regular
660,Gabriel Moraes,Masculino,Técnico de Informática,0.0,Solteiro,Provável Mal Pagador,Provável Pagador Regular
661,Sr. Noah Aragão,Feminino,Assistente de RH,0.0,Casado,Provável Mal Pagador,Provável Pagador Regular
662,Raul Souza,Feminino,Designer Gráfico,14705.27,Divorciado,Provável Pagador Regular,Provável Pagador Regular
663,Luiz Gustavo Peixoto,Masculino,Operador de Máquinas,3127.78,Casado,Provável Pagador Regular,Provável Pagador Regular
664,Mirella Farias,Masculino,Enfermeiro,0.0,Divorciado,Provável Mal Pagador,Provável Pagador Regular
665,Ana Luiza Fogaça,Feminino,Recepcionista,1809.81,Casado,Provável Mal Pagador,Provável Pagador Regular
666,Raquel Araújo,Masculino,Fotógrafo,0.0,Viúvo,Provável Mal Pagador,Provável Pagador Regular
667,Lucas Gabriel Araújo,Feminino,Analista Financeiro,0.0,Solteiro,Provável Mal Pagador,Provável Pagador Regular
668,Calebe Barbosa,Masculino,Analista de Sistemas,17631.52,Solteiro,Provável Pagador Regular,Provável Pagador Regular
669,Helena Rocha,Masculino,Técnico de Enfermagem,0.0,Casado,Provável Mal Pagador,Provável Pagador Regular
670,Srta. Olivia Azevedo,Feminino,Gerente de Projetos,13309.39,Solteiro,Provável Mal Pagador,Provável Pagador Regular
671,Augusto Gomes,Feminino,Desenvolvedor Back-End,10269.42,Casado,Provável Mal Pagador,Provável Pagador Regular
672,Carolina Ferreira,Masculino,Professor Universitário,6403.07,Divorciado,Provável Pagador Regular,Provável Pagador Regular
673,Srta. Alana Peixoto,Feminino,Analista de Sistemas,14138.43,Viúvo,Provável Mal Pagador,Provável Pagador Regular
674,Bruna Lima,Feminino,Desenvolvedor Front-End,0.0,Casado,Provável Mal Pagador,Provável Pagador Regular
675,Nathan Sales,Masculino,Vendedor,0.0,Divorciado,Provável Pagador Regular,Provável Pagador Regular
676,Luiza Peixoto,Feminino,Engenheiro Civil,3496.81,Solteiro,Provável Mal Pagador,Provável Pagador Regular
677,Lucas Carvalho,Masculino,Engenheiro de Software,0.0,Casado,Provável Pagador Regular,Provável Pagador Regular
678,Enrico da Costa,Masculino,Técnico de Enfermagem,18148.49,Viúvo,Provável Mal Pagador,Provável Pagador Regular
679,Rebeca Teixeira,Feminino,Desenvolvedor Back-End,6540.64,Viúvo,Provável Pagador Regular,Provável Pagador Regular
680,Gustavo Henrique Cunha,Masculino,Gerente de Projetos,9187.33,Solteiro,Provável Pagador Regular,Provável Pagador Regular
681,Daniel Barbosa,Masculino,Professor,0.0,Casado,Provável Mal Pagador,Provável Pagador Regular
682,Elisa da Rosa,Feminino,Desenvolvedor Back-End,16189.96,Solteiro,Provável Mal Pagador,Provável Pagador Regular
683,Lívia Castro,Feminino,Psicólogo,19221.89,Solteiro,Provável Mal Pagador,Provável Pagador Regular
684,Milena da Conceição,Masculino,Contador,18873.72,Solteiro,Provável Mal Pagador,Provável Pagador Regular
685,Ana Carolina Nascimento,Masculino,Técnico de Informática,0.0,Solteiro,Provável Pagador Regular,Provável Pagador Regular
686,Maria Clara Peixoto,Feminino,Assistente de RH,0.0,Viúvo,Provável Pagador Regular,Provável Pagador Regular
687,Luiz Otávio Silveira,Masculino,Psicólogo,8372.85,Solteiro,Provável Pagador Regular,Provável Pagador Regular
688,Dr. Lorenzo Santos,Masculino,Farmacêutico,17136.53,Viúvo,Provável Mal Pagador,Provável Pagador Regular
689,João Gabriel Nogueira,Feminino,Consultor de Vendas,3640.1,Divorciado,Provável Mal Pagador,Provável Pagador Regular
690,Thomas Dias,Masculino,Analista de Sistemas,12901.74,Viúvo,Provável Mal Pagador,Provável Pagador Regular
691,Nathan Gonçalves,Masculino,Consultor de Vendas,8051.49,Viúvo,Provável Mal Pagador,Provável Pagador Regular
692,Melissa Campos,Feminino,Psicólogo,0.0,Viúvo,Provável Mal Pagador,Provável Pagador Regular
693,Pedro Henrique Oliveira,Masculino,Médico Pediatra,9477.32,Casado,Provável Mal Pagador,Provável Pagador Regular
694,Dr. João Felipe Silveira,Feminino,Mecânico,5227.04,Solteiro,Provável Pagador Regular,Provável Pagador Regular
695,Lara Vieira,Feminino,Assistente Administrativo,12531.47,Solteiro,Provável Mal Pagador,Provável Pagador Regular
696,Ana Laura Cardoso,Masculino,Enfermeiro,0.0,Solteiro,Provável Pagador Regular,Provável Pagador Regular
697,Samuel Almeida,Masculino,Arquiteto de Dados,0.0,Casado,Provável Mal Pagador,Provável Pagador Regular
698,Danilo Ferreira,Masculino,Técnico de Enfermagem,13776.51,Divorciado,Provável Pagador Regular,Provável Pagador Regular
699,Natália Correia,Feminino,Analista de Sistemas,10453.92,Solteiro,Provável Mal Pagador,Provável Pagador Regular
700,Gabrielly Santos,Masculino,Arquiteto,6112.79,Casado,Provável Mal Pagador,Provável Pagador Regular
701,Lucas Nogueira,Masculino,Consultor de Vendas,0.0,Viúvo,Provável Mal Pagador,Provável Pagador Regular
702,Raquel Ribeiro,Feminino,Gerente de Projetos,0.0,Divorciado,Provável Mal Pagador,Provável Pagador Regular
703,Giovanna Novaes,Masculino,Arquiteto,1936.68,Viúvo,Provável Mal Pagador,Provável Pagador Regular
704,Rodrigo Gonçalves,Feminino,Publicitário,15886.77,Viúvo,Provável Mal Pagador,Provável Pagador Regular
705,Isadora Viana,Feminino,Designer Gráfico,0.0,Casado,Provável Mal Pagador,Provável Pagador Regular
706,Luiz Otávio Melo,Masculino,Mecânico,18969.48,Solteiro,Provável Mal Pagador,Provável Pagador Regular
707,Rebeca Campos,Feminino,Mecânico,12829.4,Casado,Provável Mal Pagador,Provável Pagador Regular
708,Fernando Sales,Masculino,Chefe de Cozinha,0.0,Solteiro,Provável Mal Pagador,Provável Pagador Regular
709,Thiago Moreira,Masculino,Analista Financeiro,0.0,Divorciado,Provável Mal Pagador,Provável Pagador Regular
710,Cauã Moreira,Feminino,Farmacêutico,0.0,Divorciado,Provável Mal Pagador,Provável Pagador Regular
711,Dr. Henrique Monteiro,Feminino,Professor Universitário,0.0,Divorciado,Provável Mal Pagador,Provável Pagador Regular
712,Nina Viana,Masculino,Desenvolvedor Front-End,0.0,Divorciado,Provável Pagador Regular,Provável Pagador Regular
713,Vitor Caldeira,Masculino,Técnico de Enfermagem,19079.9,Casado,Provável Mal Pagador,Provável Pagador Regular
714,Luiz Miguel Farias,Masculino,Cozinheiro,0.0,Divorciado,Provável Mal Pagador,Provável Pagador Regular
715,Carlos Eduardo Barros,Masculino,Enfermeiro,2315.55,Viúvo,Provável Mal Pagador,Provável Pagador Regular
